card_id,set_id,set_position,card_stat_display,image_name,attribute,cost,description,description_eng,disposal,before_evolution_uid,evolution_uid,max_level,initial_level,skill_name,skill_name_eng,name,name_eng,rarity,strongest_level,skill_description,skill_description_eng,initial_attack_base,initial_defense_base,max_attack_base,max_defense_base,macarons,type,ringable,created_at
3874,3872,3,3,c813b7b86ba830ace386305040193e3a,SWEET,13,これで、壇上でパフォーマンスかぁ。少し恥ずかしいな?…でも、やらないと。打楽器はそんなに得意じゃないんだけど…それじゃあ、まずは一曲行ってみよ?,,30000,3873,NULL,60,1,ドンドドーンって感じだよ?,,[雷のビート]風町陽歌,,SR,150,SWEETタイプの攻守中UP,,2893,2566,8859,7856,NULL,NULL,NULL,2016-10-30 23-54-0
4183,4183,1,1,d1545967669935a5d49ca8865991aea9,SWEET,15,…え?っとぉ、これで多分大丈夫かな？渡された物は、全部着たと思うんだけど。鏡がある？どれどれ、鏡よ鏡?…おお?いかにも白雪姫っていう感じだね、これ。,,20000,NULL,4184,60,1,これを食べてしっかりね?,,[おとぎの国]風町陽歌,,SR,250,全タイプの攻援大UP,,3472,3079,10625,9422,NULL,NULL,NULL,2016-10-30 23-54-0
4184,4183,2,2,04a1b8565b3e98fc9b029868e4f2cca4,SWEET,15,セットもなんだかほら、こってるよ?ここまでやる必要あるかな、っていうくらい。これでＭＶ撮ったりできたら、面白いかも。曲はそうだね、やっぱり楽しそうな感じで…,,30000,4183,4185,60,1,これを食べてしっかりね?,,[おとぎの国]風町陽歌+,,SR,250,全タイプの攻援大UP,,4340,3849,13289,11784,NULL,NULL,NULL,2016-10-30 23-54-0
4185,4183,3,3,bcb6a36b9ce06383948a5c26fc99604f,SWEET,15,あ…ううん、なんでも。ただ、その…待ってる間に、ちょっとお腹が空いて…リンゴならある？わぁ、ありがと?それじゃ、いただきま?す…ん?、おいし?,,60000,4184,NULL,70,1,これを食べてしっかりね?,,[安全な林檎]風町陽歌,,SSR,250,全タイプの攻援大UP,,2320,2229,7021,6745,NULL,NULL,NULL,2016-10-30 23-54-0
4382,4382,1,1,54d04a0c957f19081524e7b20e59cdbf,SWEET,13,…ふむふむ、なるほど?それだと、ここはこう、だよね、やっぱり。あ、よかった、これであってるみたい。よし、これで終わりが見えてきた感じだね。,,20000,NULL,4383,60,1,勉強の成果、見せちゃわないと！,,[2人で宿題]風町陽歌,,SR,250,全タイプの攻援大UP,,2784,2675,8420,8089,NULL,NULL,NULL,2016-10-30 23-54-0
4383,4382,2,2,92e6cc47b0e6a5f0e4fc3694cf5b2d4a,SWEET,13,はぁ、思ったより捗ってるかな？…え？だってほら、脱線が多くなるかな?、って…だから、予想より順調…なに、ピアノが？ほら?、言ってるそばから脱線してる?,,30000,4382,4384,60,1,勉強の成果、見せちゃわないと！,,[2人で宿題]風町陽歌+,,SR,250,全タイプの攻援大UP,,3480,3344,10528,10115,NULL,NULL,NULL,2016-10-30 23-54-0
4384,4382,3,3,b8481578b6f8847908748983070d5c70,SWEET,13,…仕方ないなぁ、じゃあちょっと休憩で…これは、今でも作曲とかで使ってるよ。…何か弾いてみて？う?ん、そうだなぁ…休憩だし、ちょっとだけね？それじゃ…,,60000,4383,NULL,70,1,勉強の成果、見せちゃわないと！,,[キラ★ガール]風町陽歌,,SSR,250,全タイプの攻援大UP,,2893,2566,8859,7856,NULL,NULL,NULL,2016-10-30 23-54-0
4549,4549,1,1,9160f2b49fe7a8441f038ec7cfeb9d57,SWEET,15,エントリーナンバー××、風町陽歌です。軽音楽部所属でボーカルを担当しています。趣味はえ?っと…歌うこと、作詞作曲に、あとはアップリケをつけること、かな?？,,20000,NULL,4550,60,1,緊張したら、歌うといいよ?,,[ミスコン15]風町陽歌,,SR,250,SWEETタイプの攻援特大UP,,3472,3079,10625,9422,NULL,NULL,NULL,2016-10-30 23-54-0
4550,4549,2,2,ebf45f795f8f95c1d39ae41e33229338,SWEET,15,はあ?…自己紹介ってこんな感じかな?すごく緊張しちゃって、間違えそうかも……いつものバンドでステージに立つのとは、なんて言うか、緊張感の種類が違うんだよ?,,30000,4549,4551,60,1,緊張したら、歌うといいよ?,,[ミスコン15]風町陽歌+,,SR,250,SWEETタイプの攻援特大UP,,4340,3849,13289,11784,NULL,NULL,NULL,2016-10-30 23-54-0
4551,4549,3,3,7b7d6a47908da96ab78cd7c16d6708e4,SWEET,15,自己紹介はなんとかなったかな？あとは、特技披露で格好良く決め…あ、あれ？曲が違うよぉ？でも、止めるわけには…いいや、これでこのまま歌っちゃえ?♪,,60000,4550,NULL,70,1,緊張したら、歌うといいよ?,,[曲に任せて]風町陽歌,,SSR,250,SWEETタイプの攻援特大UP,,3240,2760,9468,8066,NULL,NULL,NULL,2016-10-30 23-54-0
4709,4709,1,1,7cc0d155e81822a0f7d35766e2d4bd5b,SWEET,16,はぁ…よし、落ち着いて落ち着いて?…急に動かないように、膝でしめてから…わわ、なにっ？い、今話しかけると、わ、馬から落っこちちゃうから?,,20000,NULL,4710,60,1,元気に声を出していこ?,,[映画村]風町陽歌,,SR,250,SWEETタイプの攻守中?特大UP,,3240,2760,9468,8066,NULL,NULL,NULL,2016-10-30 23-54-0
4710,4709,2,2,cdcb9c4d6f10882cdc1cd7541bbd2db4,SWEET,16,…はぁ、少しは乗れるようになった、かな？やっとちょっとは落ち着いて話せるよ?…でも、これで走りながら投げ縄だなんて、絶対無理だよね。自分が捕まっちゃいそう。,,30000,4709,4711,60,1,元気に声を出していこ?,,[映画村]風町陽歌+,,SR,250,SWEETタイプの攻守中?特大UP,,4860,4140,14199,12095,NULL,NULL,NULL,2016-10-30 23-54-0
4711,4709,3,3,c62bd0796dc83873f48f05c93936170e,SWEET,16,焚き火を囲んで夜を過ごす。これが本当の、キャンプファイアって感じなのかな？それで、こういう時には歌がつき物だし…ここでちゃんといいところ見せないとだね?,,60000,4710,NULL,70,1,元気に声を出していこ?,,[焚火を囲み]風町陽歌,,SSR,250,SWEETタイプの攻守中?特大UP,,3784,3355,10082,8940,NULL,NULL,NULL,2016-10-30 23-54-0
4884,4884,1,1,3be1ccea978baaf898a8e01ac5cbba91,SWEET,17,今日はお買い物?　…見たいのはね、今度のステージに出るときの衣装で…ああ、皆で合わせた服もあるんだけど、それとは別に、自分の好きな感じのをね。,,40000,NULL,4885,70,1,ばっちり決めてからやらないとね,,[衣装選び]風町陽歌,,SSR,400,SWEETタイプの攻守特大UP,,4541,4026,12091,10722,NULL,NULL,NULL,2016-10-30 23-54-0
4885,4884,2,2,8eaf4f165eb433d0786823183433d74e,SWEET,17,バンドとして統一したのだけじゃなくて、各々自分の個性で選んだのも着ようって。そんな訳だから、今から選ぶのは、そう、私本人の勝負服、ってことになるのかな?,,60000,4884,4886,70,1,ばっちり決めてからやらないとね,,[衣装選び]風町陽歌+,,SSR,400,SWEETタイプの攻守特大UP,,5676,5033,15118,13407,NULL,NULL,NULL,2016-10-30 23-54-0
4886,4884,3,3,dd130c0cec9ca7fd28a450babf97de56,SWEET,17,…じゃ?ん。こんな感じだと、どうかな？それとも、こっちとか、これなんかも…ああ、いざとなったら迷っちゃうよね?これ？　よし、今着替えてみる、待ってて。,,120000,4885,NULL,80,1,ばっちり決めてからやらないとね,,[あれこれ]風町陽歌,,UR,400,SWEETタイプの攻守特大UP,,3355,3784,8940,10082,NULL,NULL,NULL,2016-10-30 23-54-0
5018,5018,1,1,8bc1e4820e7778979c85ab4c73476fa9,SWEET,17,ん？　なぁに、それ？　…うわぁ、きれ?これって、フラワーシャワー用の花だよね?…え？　勝手に持って来ちゃったの、これ？いいのかなぁ。後で怒られちゃうんじゃ…,,20000,NULL,5019,60,1,フラワーシャワーで勝利を飾るよ?,,[ウェディング15]風町陽歌,,SR,250,SWEETタイプの攻守大UP,,4026,4541,10722,12091,NULL,NULL,NULL,2016-10-30 23-54-0
5019,5018,2,2,38ab6b2cdc984ab50673dcf8043d17a8,SWEET,17,…撮影用だから、大丈夫？　そうなの？これをまくところを撮影すればいいのかな。…ところで、一つ大事なことなんだけど…これって、周りの人がするものじゃないの？,,30000,5018,5020,60,1,フラワーシャワーで勝利を飾るよ?,,[ウェディング15]風町陽歌+,,SR,250,SWEETタイプの攻守大UP,,5033,5676,13407,15118,NULL,NULL,NULL,2016-10-30 23-54-0
5020,5018,3,3,cd4f2866d7edc932d91cdbb1f8c0718d,SWEET,17,ええっと、これくらい手にとって、こう…じゃあ、とりあえずやってみるね。それ?…うわぁ、花びらが舞って、とっても綺麗?本番でもいつか、こんな風になるのかな?？,,60000,5019,NULL,70,1,フラワーシャワーで勝利を飾るよ?,,[お色直し]風町陽歌,,SSR,250,SWEETタイプの攻守大UP,,3476,3083,9701,8602,NULL,NULL,NULL,2016-10-30 23-54-0
5263,5263,1,1,962b605d8e8f58a84e3f3c8f7b3fcfdc,SWEET,13,…みんな?　今日はライブに来てくれて、本当に、ありがとう?！　楽しかった?！…今日はこれで終わっちゃうんだけど、次のライブにも絶対、遊びに来てね?！,,20000,NULL,5264,60,1,さあ、ば?んと驚かせちゃおうか?,,[誕生日15]風町陽歌,,SR,250,同ガールの攻援特大UP,,4172,3699,11634,10317,NULL,NULL,NULL,2016-10-30 23-54-0
5264,5263,2,2,4ef8aa0ea7985bfa77d753936bd5e147,SWEET,13,…あれぇ？　なんだろう、みんな変だな?ん?？　…後ろ？　後ろになにかあるの？…わぁ！？　な、なにこれ?？　こんなの、聞いてないけど…　これ、サプライズなの？,,30000,5263,5265,60,1,さあ、ば?んと驚かせちゃおうか?,,[誕生日15]風町陽歌+,,SR,250,同ガールの攻援特大UP,,5215,4624,14551,12904,NULL,NULL,NULL,2016-10-30 23-54-0
5265,5263,3,3,3409aa93b228fabe91d275fd5de898fe,SWEET,13,そっかぁ。そう言えば私、誕生日だっけ?…あれ、○○○くん？　今日は予定が…これを用意するのが、大事な大事な予定？そうだったんだ…　うん、とっても嬉しいよ?,,60000,5264,NULL,70,1,さあ、ば?んと驚かせちゃおうか?,,[バースデーガール]風町陽歌,,SSR,250,同ガールの攻援特大UP,,2640,3360,7715,9819,NULL,NULL,NULL,2016-10-30 23-54-0
5308,5308,1,1,7a8e238ddd346a0af748e5e18e1caa1e,SWEET,15,う?ん…　この服、間違えたりしてない？　…ＳＦっぽい？　それはそうなんだけど…未来の世界は、これが普通になるのかなぁ。これはやっぱり恥ずかしいと思うんだけど…,,20000,NULL,5309,60,1,未来の技術でやっちゃお?,,[SF体験]風町陽歌,,SR,250,SWEETの主センバツ全員&副センバツ1人の攻守大UP,,3168,4032,9253,11776,NULL,NULL,NULL,2016-10-30 23-54-0
5309,5308,2,2,974af970dd5cefb89c803f1345033d84,SWEET,15,似合ってるから、堂々としてた方がいい？　そうかなぁ？　そういう問題じゃなくて…でも、恥ずかしがってる方が目立つのかな?　わかった、あんまり気にしないで楽しむよ?,,30000,5308,5310,60,1,未来の技術でやっちゃお?,,[SF体験]風町陽歌+,,SR,250,SWEETの主センバツ全員&副センバツ1人の攻守大UP,,3960,5040,11569,14725,NULL,NULL,NULL,2016-10-30 23-54-0
5310,5308,3,3,b6d152508d88d93676cfc4d2ad15a8cf,SWEET,15,うわぁ、本格的だね?　こんなにあると、どれが何のボタンか、全然わからないよ?　…これを押したら動き始めて、操縦桿で？　じゃあ…　わわ、動いたよぉ、すご?い。,,60000,5309,NULL,70,1,未来の技術でやっちゃお?,,[ロックオン！]風町陽歌,,SSR,250,SWEETの主センバツ全員&副センバツ1人の攻守大UP,,2719,2830,7563,7871,NULL,NULL,NULL,2016-10-30 23-54-0
5485,5485,1,1,eead263cb850ba5ed651603763f7ad24,SWEET,13,最初は、船から花火を見るって聞いたから、屋形船みたいなのだと思ってたんだけど…こんなに大きな船だったんだね?　えっと、クルーザー？　よくわからないんだけど。,,20000,NULL,5486,60,1,花火にも負けないようにね?,,[花火クルーズ]風町陽歌,,SR,250,SWEETの主センバツ全員&副センバツ1人の守援特大UP,,3263,3396,9069,9440,NULL,NULL,NULL,2016-10-30 23-54-0
5486,5485,2,2,898fdeaa0e06a82bd815ef348a618385,SWEET,13,中でちゃんとしたご飯が食べられたり、ステージがあったり…　びっくりだよ?　あれ、なんだか呼ばれてる？　なにかな?？　…マイク？　えっと…　歌を歌ってって？,,30000,5485,5487,60,1,花火にも負けないようにね?,,[花火クルーズ]風町陽歌+,,SR,250,SWEETの主センバツ全員&副センバツ1人の守援特大UP,,4079,4245,11341,11803,NULL,NULL,NULL,2016-10-30 23-54-0
5487,5485,3,3,9bd13424565092551d39f5df6f39f108,SWEET,13,あらら?　なんだか賑やかだと思ったら、いつの間にかカラオケになってたんだね?　…はいは?い、軽音部の風町陽歌で?す。それじゃあ一曲、みんなも一緒に歌ってね?,,60000,5486,NULL,70,1,花火にも負けないようにね?,,[歌っちゃえ]風町陽歌,,SSR,250,SWEETの主センバツ全員&副センバツ1人の守援特大UP,,1897,1822,5960,5727,NULL,NULL,NULL,2016-10-30 23-54-0
5497,5497,1,1,0a5f2ae8a8482995d612f498ec1a7ef3,SWEET,14,ふんふふ?ん♪　…う?ん、違うかなぁ…もっとこう、楽しそうな感じが出ないと…　はぁ…　これってやっぱりスランプかなぁ。早く完成させちゃわないといけないのに?,,20000,NULL,5498,60,1,とにかくなんでもやってみないと,,[作曲スランプ]風町陽歌,,SR,250,副センバツ上位10人の攻援中UP,,2276,2187,7148,6867,NULL,NULL,NULL,2016-10-30 23-54-0
5498,5497,2,2,94fe1e6a57ed56a052a1a0488b7291e6,SWEET,14,…そう、次のライブに間に合わせないと。もう新曲披露って言っちゃってあるから…身体を動かして、頭の方も一回リセット？　う?ん…　わかった、とにかくやってみる！,,30000,5497,5499,60,1,とにかくなんでもやってみないと,,[作曲スランプ]風町陽歌+,,SR,250,副センバツ上位10人の攻援中UP,,2845,2734,8941,8590,NULL,NULL,NULL,2016-10-30 23-54-0
5499,5497,3,3,53f311177d3f21625be7d27972f39408,SWEET,14,…こんな感じになったけど、どうかな?？　…聞いただけで、ウキウキしてくる感じ？　そっか、よかったぁ。まだ途中なんだけど、このまま行けそう。アドバイスのお陰だよ?,,60000,5498,5500,70,1,とにかくなんでもやってみないと,,[スイッチガール]風町陽歌,,SSR,250,副センバツ上位10人の攻援中UP,,3476,3083,9701,8602,NULL,NULL,NULL,2016-10-30 23-54-0
5500,5497,4,3,494361fa99c6810b2e04633e5512ebf6,SWEET,14,…はぁ、ふぅ…　ちょっと走っただけで、あつ?い…　まずはシャワーを浴びてから…あっ、この感じ？　ええっと、シャワーは…そんな場合じゃない、忘れないうちに早く?,,60000,5499,NULL,70,1,とにかくなんでもやってみないと,,[スイッチガール]風町陽歌,,SSR,250,副センバツ上位10人の攻援中UP,,4172,3699,11634,10317,NULL,NULL,NULL,2016-10-30 23-54-0
5558,5558,1,1,5113eef1f15e9daf73f7a5e42291e017,SWEET,16,はぁ?…　ふう…　本当に凄かったなぁ?…ここにいた皆が、あんなに盛り上がって…でも、今はもうこんなに静かになってる…全部夢だったとか…　そんなことないよね？,,20000,NULL,5559,60,1,格好良く終わらせないとね?,,[夏フェス]風町陽歌,,SR,250,SWEETタイプの攻援特大UP,,5215,4624,14551,12904,NULL,NULL,NULL,2016-10-30 23-54-0
5559,5558,2,2,bb852b413d3011095e05dc63b631a296,SWEET,16,わ、なに？　どうかしたの？　…私こそ？　…あれ、そんなにずっとぼ?っとしてた？　なんだろ、余韻に浸っちゃってたかなぁ。…今日は本当に本当に、楽しかったね?,,30000,5558,5560,60,1,格好良く終わらせないとね?,,[夏フェス]風町陽歌+,,SR,250,SWEETタイプの攻援特大UP,,3120,2880,9118,8416,NULL,NULL,NULL,2016-10-30 23-54-0
5560,5558,3,3,dc6c326e3a2058b72ede2b15d2bdcb91,SWEET,16,…○○○くんも楽しかった？　だよね?　あんなに沢山の人が、一緒に声を上げて…やっぱりライブって凄いな?、って思う。いつか私たちも、こんなステージに立って…,,60000,5559,NULL,70,1,格好良く終わらせないとね?,,[描く景色は]風町陽歌,,SSR,250,SWEETタイプの攻援特大UP,,3744,3456,10935,10094,NULL,NULL,NULL,2016-10-30 23-54-0
5612,5612,1,1,f3d0e7ade1345414de004693b9f38d1b,SWEET,10,はぁ?…　ソフトクリームの祭典かぁ…本当に、夢みたいなイベントだよね?　待ち遠しくて待ち遠しくて、昨日はもう、なかなか眠れなかったんだよぉ…　ふわぁ。,,20000,NULL,5613,60,1,甘い勝利を掴んじゃお?,,[アイス天国]風町陽歌,,SR,250,SWEETの主センバツ全員&副センバツ1人の攻守大UP,,4680,4320,13673,12621,NULL,NULL,NULL,2016-10-30 23-54-0
5613,5612,2,2,3e32ced042874669c1f723a088947133,SWEET,10,それだけ楽しみにしてたんだよ?　だから、今日はとことんまで食べつくしちゃう！　…あんまり食べ過ぎると、お腹が冷えちゃう？　そうだねぇ、そこは気をつけないとかなぁ。,,30000,5612,5614,60,1,甘い勝利を掴んじゃお?,,[アイス天国]風町陽歌+,,SR,250,SWEETの主センバツ全員&副センバツ1人の攻守大UP,,1855,1645,7043,6246,NULL,NULL,NULL,2016-10-30 23-54-0
5614,5612,3,3,1d4b2300d731c1f6162e0b5007c3500c,SWEET,10,はぁ、凄い行列だったね?　あのお店が、この中でもずっと一番人気なんだって。それじゃあ、いただきます…　わ、うわぁ?　凄いよぉ、これ。本っ当に美味しいよぉ?,,60000,5613,5615,70,1,甘い勝利を掴んじゃお?,,[プリズムガール]風町陽歌,,SSR,250,SWEETの主センバツ全員&副センバツ1人の攻守大UP,,2226,1974,8448,7491,NULL,NULL,NULL,2016-10-30 23-54-0
5615,5612,4,3,62c460fd11b82587f6406f4ae76e1422,POP,10,面白いから食べてみて、って言ってたけど…どんな味なのかな？　少しずつ、そ?っと…ん？　う?ん…　んん？　なんだろうこれ、不味くはないけど、変な感じで…　う?ん…,,60000,5614,5616,70,1,甘い勝利を掴んじゃお?,,[プリズムガール]風町陽歌,,SSR,250,POPの主センバツ全員&副センバツ1人の攻守大UP,,2782,2467,10562,9367,NULL,NULL,NULL,2016-10-30 23-54-0
5616,5612,5,3,15f976a018bdbb8bf07763dc52177622,COOL,10,…これってシークレットって言われたけど、なんの味なのかな？　とにかく一口食べて…んん？　う?ん…　か、辛いよ、これぇ?　ソフトクリームでこれは、駄目だよぉ?,,60000,5615,NULL,70,1,甘い勝利を掴んじゃお?,,[プリズムガール]風町陽歌,,SSR,250,COOLの主センバツ全員&副センバツ1人の攻守大UP,,1999,2080,6315,6572,NULL,NULL,NULL,2016-10-30 23-54-0
5872,5872,1,1,52f8ac9a1e9b47db5c83db0e03b75455,SWEET,17,ふんふんふ?ん…　これで出来た?…う?ん？　あれ、これはちょっと…なんだか、バランス悪いよねぇ、これ。ほら、こっちのウサギが、もうちょっとね？,,40000,NULL,5873,70,1,最後までこだわらなくちゃ！,,[独自のセンス]風町陽歌,,SSR,400,SWEET副センバツ上位10人の攻援特大UP,,2399,2496,7573,7882,NULL,NULL,NULL,2016-10-30 23-54-0
5873,5872,2,2,5802fd2f415d0dab1531195b94b66a30,SWEET,17,気にならない？　え?　そんなことないよ?　これだと、全体的に配置があんまり…あ、もうこんな時間だ。気付かなかった?　しょうがない、後は帰ってもう一度だね。,,60000,5872,5874,70,1,最後までこだわらなくちゃ！,,[独自のセンス]風町陽歌+,,SSR,400,SWEET副センバツ上位10人の攻援特大UP,,2998,3121,9472,9859,NULL,NULL,NULL,2016-10-30 23-54-0
5874,5872,3,3,667f6536ad8d5b06bcadc5614d431266,SWEET,17,…ほらほら、見て見て。…何、じゃなくて?　昨日のカーディガンの、アップリケね。やっぱり、このバランスが一番いいでしょ。…昨日と違いがわからない？　あれれ?？,,120000,5873,NULL,80,1,最後までこだわらなくちゃ！,,[拘りが大事]風町陽歌,,UR,400,SWEET副センバツ上位10人の攻援特大UP,,3180,2820,9293,8241,NULL,NULL,NULL,2016-10-30 23-54-0
5875,5875,1,1,3a77be0d92f4ca375b8fcf8dce0240c6,SWEET,17,ピッピ?　はいそこ、通行の邪魔ですよ?道をあけて下さい。お話なら、端っこで。…そういうイベントじゃない？　でもでも、警察の格好してるんだし、ちょっとは…,,20000,NULL,5876,60,1,張り切って捕まえちゃおう！,,[ケイドロ大会]風町陽歌,,SR,250,SWEETの主センバツ全員&副センバツ1人の攻守大UP,,3816,3384,11145,9884,NULL,NULL,NULL,2016-10-30 23-54-0
5876,5875,2,2,4d511298620965eae588b8157ad6739a,SWEET,17,そんな紛らわしいことしてたりすると、逆に怒られちゃう？　そうなんだぁ。それなら別に、こんな格好にしなくても…気分を出すために？　…そこはいいんだ。,,30000,5875,5877,60,1,張り切って捕まえちゃおう！,,[ケイドロ大会]風町陽歌+,,SR,250,SWEETの主センバツ全員&副センバツ1人の攻守大UP,,4770,4230,13936,12358,NULL,NULL,NULL,2016-10-30 23-54-0
5877,5875,3,3,1331302d5db1ba974d2cd959d5be17db,SWEET,17,…あ、いたぁ?　そこのドロボウさん、捕まえちゃうからちょっと止まって?それで待つはずない？　そうだよね?…って納得してないで、追いかけないと！,,60000,5876,NULL,70,1,張り切って捕まえちゃおう！,,[秘密の作戦]風町陽歌,,SSR,250,SWEETの主センバツ全員&副センバツ1人の攻守大UP,,4770,4230,13936,12358,NULL,NULL,NULL,2016-10-30 23-54-0
6067,6067,1,1,e19bfe63e8a474267b312747a6a01d27,SWEET,16,わぁ?　凄い雨だね。こんな雨初めてかも。こういう雨のことをスコールっていうのかな？　どうしよう、傘なんて持ってないし…　仕方ないから、ちょっと雨宿りしよっか？,,20000,NULL,6068,60,1,スコールにも負けないで?,,[サバイバル体験]風町陽歌,,SR,250,全タイプの守援大UP,,3240,2760,9468,8066,NULL,NULL,NULL,2016-10-30 23-54-0
6068,6067,2,2,b3a3a7b3847ccfa0e6b10792e47414a3,SWEET,16,ふぅ…　雨、なかなか止まないね?　○○○くん、そこ濡れない？　…平気？　でも、服も濡れちゃったし、風邪引かないようにもう少しこっちに入った方がいいよ?,,30000,6067,6069,60,1,スコールにも負けないで?,,[サバイバル体験]風町陽歌+,,SR,250,全タイプの守援大UP,,3888,3312,11356,9673,NULL,NULL,NULL,2016-10-30 23-54-0
6069,6067,3,3,3bc53a1b0cb9754013f0236f0b4463fe,SWEET,16,わぁ?…　○○○くん見てみて！　ほら、大きな虹が出てるよ?　綺麗だね?　スコールにはびっくりしちゃったけど、こんな綺麗な虹が見られるなんてラッキーだよね♪,,60000,6068,NULL,70,1,スコールにも負けないで?,,[空色、虹色]風町陽歌,,SSR,250,全タイプの守援大UP,,4860,4140,14199,12095,NULL,NULL,NULL,2016-10-30 23-54-0
6222,6222,1,1,edbe478c1abb42065fe1696111540fa6,SWEET,17,あ、ほら、見て見て、ジュークボックス。うわぁ、すごいね?　本当の本物だよぉ。お金を入れたら、ちゃんと動くみたいだね。いいなぁ、ちょっと憧れるよね?　これ。,,20000,NULL,6223,60,1,音楽にのっていっちゃお?,,[ダイナー]風町陽歌,,SR,250,SWEETの主センバツ全員&副センバツ1人の攻守大UP,,2568,2371,8679,8012,NULL,NULL,NULL,2016-10-30 23-54-0
6223,6222,2,2,fd464d43d635d02731c6b183ef4a0bdd,SWEET,17,入ってる曲もほら、昔の名曲ばっかり…　知らないのが多い？　あらぁ、そうなんだ?　でも、聞いたらわかる曲も多いと思うよ?　う?ん、そうだねぇ…　例えばどれかな?？,,30000,6222,6224,60,1,音楽にのっていっちゃお?,,[ダイナー]風町陽歌+,,SR,250,SWEETの主センバツ全員&副センバツ1人の攻守大UP,,3082,2845,10410,9609,NULL,NULL,NULL,2016-10-30 23-54-0
6224,6222,3,3,656c3caf17e4f1a583ced57721cbeaaf,SWEET,17,…ほら、この曲なんてどう？　これって、うちのお父さんも好きで、よく聞いてたの。　…これは知ってる？　うん、よかったぁ。あ、ここからが特にいいんだよね?　ほら…,,60000,6223,NULL,70,1,音楽にのっていっちゃお?,,[曲に乗せて]風町陽歌,,SSR,250,SWEETの主センバツ全員&副センバツ1人の攻守大UP,,3853,3556,13019,12018,NULL,NULL,NULL,2016-10-30 23-54-0
6331,6331,1,1,8e0032e0ab836e51fe2c0f8a666bf914,SWEET,16,…ほわ?　やっぱり外は寒かったね。帰ってきて、凄くほっとしたよぉ。ごめんね?　買い物に付き合わせちゃって。まさか、ここで切らしてるとは思わなくて。,,20000,NULL,6332,60,1,おそば食べる前に終わらせちゃおう！,,[年の瀬]風町陽歌,,SR,250,SWEETタイプの攻守大UP,,1861,2098,6793,7660,NULL,NULL,NULL,2016-10-30 23-54-0
6332,6331,2,2,2f59710620159fd707afd9acb3b3c113,SWEET,16,ともかく、これで最後まで用意できるよ、特製の年越しそば。じゃあ、用意するね。出来上がるまで、適当にくつろいでて。…大丈夫大丈夫、もうすぐにできるから?,,30000,6331,6333,60,1,おそば食べる前に終わらせちゃおう！,,[年の瀬]風町陽歌+,,SR,250,SWEETタイプの攻守大UP,,2233,2518,8147,9188,NULL,NULL,NULL,2016-10-30 23-54-0
6333,6331,3,3,a607c2684946a39ec07b8b110e4d8f2c,SWEET,16,…は?い、お待ちどうさまでした?　年越しそばですよ、どうぞ召し上がれ?　あっ、もう歌合戦も始まってるんだね。やっぱり大晦日と言ったら、これだよねぇ。,,60000,6332,NULL,70,1,おそば食べる前に終わらせちゃおう！,,[毎年恒例]風町陽歌,,SSR,250,SWEETタイプの攻守大UP,,2791,3148,10190,11490,NULL,NULL,NULL,2016-10-30 23-54-0
6474,6474,1,1,f3565a241bd9ce7004350174f0ffbbc9,SWEET,15,…わぁ?　一晩で、たくさん積もったね?　朝起きたら真っ白で、びっくりしたよぉ。…あ、ほらほら、あっちの方は平らだよ。まだ誰も通ってないみたい。行ってみよ?,,20000,NULL,6475,60,1,雪を上手に使っちゃお?,,[雪遊び16]風町陽歌,,SR,250,全タイプの守援大UP,,2229,2320,6745,7021,NULL,NULL,NULL,2016-10-30 23-54-0
6475,6474,2,2,9100726502e2a42b7490d7a3f68f1503,SWEET,15,いっちば?ん。…子供みたい？　だけど、最初に足跡つけるのって、嬉しくない？　…わかる？　だよね?　それってやっぱり、ちょっと楽しい…　あ、あれ？　足が…,,30000,6474,6476,60,1,雪を上手に使っちゃお?,,[雪遊び16]風町陽歌+,,SR,250,全タイプの守援大UP,,2675,2784,8089,8420,NULL,NULL,NULL,2016-10-30 23-54-0
6476,6474,3,3,9ecc6b1dbb70e49d00020ec4c02ab0c9,SWEET,15,よいっ、しょ…　あ、あれぇ?？　えっと…　う?ん…　ぬ、抜けなくなっちゃったぁ。うう、動けないよ?　た?す?け?てぇ?　…笑い事じゃなくて、本当なんだってば?,,60000,6475,NULL,70,1,雪を上手に使っちゃお?,,[新雪の罠…]風町陽歌,,SSR,250,全タイプの守援大UP,,3344,3480,10115,10528,NULL,NULL,NULL,2016-10-30 23-54-0
6649,6649,1,1,327a70e4fc154a3c85c1745e9f5b4933,SWEET,17,はぁ?　海って気持ちいいね、やっぱり。…これくらいで、一回休憩に？　は?い。ずっと海の中にいると、疲れちゃうもんね。パラソルで休憩？　それとも、海の家かな？,,20000,NULL,6650,60,1,海みたいに大きくいっちゃお?,,[マリンビーチ]風町陽歌,,SR,250,SWEETの主センバツ全員&副センバツ1人の攻守大UP,,3542,3017,9884,8419,NULL,NULL,NULL,2016-10-30 23-54-0
6650,6649,2,2,8e62fb51ea780077c85702604ccc0762,SWEET,17,お腹がすいた？　言われてみるとそうかも。それじゃあ、海の家でご飯にしようか。…あれ？　今何か、足に当たった…　わわ、見て見て。大きな貝殻だよ?　あ、そうだ…,,30000,6649,6651,60,1,海みたいに大きくいっちゃお?,,[マリンビーチ]風町陽歌+,,SR,250,SWEETの主センバツ全員&副センバツ1人の攻守大UP,,4250,3621,11854,10097,NULL,NULL,NULL,2016-10-30 23-54-0
