girl_id,name_official_eng,name_romanization_eng,name,image_name,age,authority,birthday_date,birthday,blood,bust,class_name,club,club_eng,cv,cv_eng,description,description_eng,favorite_food,favorite_food_eng,favorite_subject,favorite_subject_eng,girl_type,hated_food,hated_food_eng,height,hip,hobby,hobby_eng,horoscope,horoscope_eng,name_hiragana,nickname,nickname_eng,school,school_eng,tweet_name,waist,weight,year,created_at
166,Chika Oribe,Chika Oribe,織部千華,0920dd852ffd1e4e49dbfff9e4572f85,17,Students,2015-10-18,1983-10-18,A,85,2D,サッカー部,Soccer Club,後藤邑子,Yuuko Gotou,サッカー部のゴールキーパー。<br>勝気で勝負に対して熱くなりやすい性格。<br>頭は良く、部の戦術も考えている。少女的な趣味もある程度ありつつ、自分には似合わないことは自覚の上で、それをどうにか自然に取り込めないかと日々思案中。,,マンゴー,Mangoes,,,COOL,玉こんにゃく,Tama Konnyaku,166,77,サッカー、洗濯,"Soccer, Cleaning",てんびん座,Libra,おりべ ちか,織部,,聖櫻学園,Seiou Academy,chica_goal,56,50,2,2016-10-30 23:41:30
168,Wakana Yoshinaga,Wakana Yoshinaga,吉永和花那,0d9b2848723f780de3c117382b65f78f,18,Students,2015-10-15,1982-10-15,A,81,3C,演劇部,Drama Club,福圓美里,Misato Fukuen,演劇部部長。演劇に詳しく、演出などを取り仕切っている演劇部の中心人物。<br>一方で自身が主役などを演じることは少なく、舞台に立つ時は脇役、扱いの難しい役などを幅広い演技力で担当するユーティリティプレイヤー。,,かやくご飯,Kayaku Gohan,"???
",,POP,はんぺん,Hanpen,151,69,演劇全般、遊園地巡り,Drama in General and Visiting Amusement Parks,てんびん座,Libra,よしなが わかな,吉永先輩,,聖櫻学園,Seiou Academy,wakana_soiree,65,44,3,2016-10-30 23:41:30
172,Yayoi Yutenji,Yayoi Yutenji,祐天寺弥生,036b700e833c261ec39626f865311bb5,-1,Teachers,2015-03-25,1970-03-25,AB,74,Teacher,その他,Other,沢城みゆき,Miyuki Sawashiro,"日本史教師。元聖櫻生。<br>
物腰柔らかく穏やかで生徒に人気の先生だが、在校生時代は格闘技系の部活を掛け持ちしていて、数々の武勇伝を残す。現在でも発言にその名残が出るときがあり、笑顔で恐ろしいことを言うことがある。",,ささみ,White meat,日本史,Japanese History,POP,チーズ,Cheese,158,75,格闘技観戦　花,Flower Making,おひつじ座,Aries,ゆうてんじ やよい,祐天寺先生,,聖櫻学園,Seiou Academy,classic_march,53,44,-1,2016-10-30 23:41:30
176,Ema Fukami,Ema Fukami,深見絵真,4c569b7b001b9272c51b181991a695ea,-1,Teachers,2015-11-12,1970-11-12,A,72,Teacher,新体操部,Rhythmic Gymnastics,日��のり子,Noriko Hidaka,世界史教師兼、新体操部顧問。<br>優しい人柄で、多くの生徒に慕われるお姉さん的先生。学生時代は選手として活躍していた。現役からの習慣で食事などには特に気を遣い、今でも学生時代の服が入ることが密かな自慢。<br>,,酢の物,Pickled Food,世界史,World History,SWEET,揚げ物,Fried Food,164,82,芸術鑑賞　新体操,Art Appreciation and Rhythmic Gymnastics,さそり座,Scorpio,ふかみ えま,深見先生,,聖櫻学園,Seiou Academy,ema_F,52,44,-1,2016-10-30 23:41:30
179,Yuki Hanafusa,Yuki Hanafusa,花房優輝,8e0757aac8bcdd94d4de4b709f54d16b,16,Students,2015-01-12,1984-01-12,AB,80,2D,帰宅部,Going Home Club,麻倉もも,Momo Asakura,聖櫻学園の２年生。<br>普段はおとなしく引っ込み思案な性格のためあまり目立たない女の子だが、ふとした瞬間にキラリと光る何かが垣間見えることも。。,,たらこスパ,Cod Roe,音楽,Music,POP,パクチー,Fresh Coriander,150,68,歌と踊り,Singing and Dancing,やぎ座,Capricorn,はなふさ　ゆうき,花房,,聖櫻学園,Seiou Academy,yuki_blossom,60,43,2,2016-10-30 23:41:30
180,Shirabe Narumi,Shirabe Narumi,鳴海調,ea9da980637366dda7814ca5e9d61568,-1,Teachers,2015-10-17,1970-10-17,O,87,Teacher,合唱部,Chorus,皆口裕子,Yuko Minaguchi,音楽教師、合唱部顧問。<br>いつもニコニコとほがらかな先生だが、何が起きても動じず、笑って受け流す胆力を備えている。因みに得意なジャズピアノを演奏する姿は、その性格からは想像できない軽快さらしい。<br>,,おにぎり,Rice Balls,音楽,Music,SWEET,せんべい,Crackers,158,86,ジャズピアノ,Playing Jazz on Piano,てんびん座,Libra,なるみ　しらべ,鳴海先生,,聖櫻学園,Seiou Academy,shirabe_music,56,49,-1,2016-10-30 23:41:30
183,Botan Sorimachi,Botan Sorimachi,反町牡丹,ad140788ef49e512aebfb21a3fcf7058,18,Students,2015-04-30,1982-04-30,O,86,3A-Shousei,その他,Softball Club,井口裕香,Yuka Iguchi,"昇星高校の3年生。<br>
見た目や言動から一見恐い印象を持たれやすい。しかし、大家族の育ちがゆえに根は優しく、面倒見が良い仲間想いな姉御肌。細かいことは気にせず、勝気な性格で完璧主義の直江とぶつかることもしばしば。",,鶏の唐揚げ,Fried Chicken,"???
",,POP,横文字の名前の長い料理全般,横文字の名前の長い料理全般,171,88,節約料理　子供の相手,"Cost-Saving Cooking, Playing with Children",おうし座,Taurus,そりまち　ぼたん,反町先輩,,昇星高校,Shousei High School,BOTAN,59,52,3,2016-10-30 23:41:30
184,Asuka Ukihashi,Asuka Ukihashi,浮橋明日香,576c043cc446f8da703e70f33f69c6a8,17,Students,2015-05-04,1983-05-04,A,81,2A-Shousei,その他,Dance Club,久野美咲,Misaki Kuno,"昇星高校の2年生。<br>
マスコット的な見た目をしているが、お婆ちゃん子であるため、洋菓子よりは和菓子派など渋い一面も。しょっちゅう衝突する先輩2人をどうなだめるかが悩みの種。",,いちご大福,Strawberry Daifuku,"???
",,SWEET,熱い物（猫舌）,Anything Spicy,152,79,和菓子食べ歩き,Eating Sweets,おうし座,Taurus,うきはし　あすか,浮橋,,昇星高校,Shousei High School,fuwafuwa_tomorrow,55,37,2,2016-10-30 23:41:30
185,Yu Naoe,Yu Naoe,直江悠,fc01c6b0a034a64a830c281656308492,18,Students,2015-06-11,1982-06-11,A,72,3A-Shousei,その他,Rhythmic Gymnastics,潘めぐみ,Megumi Han,"昇星高校の3年生。<br>
真面目な性格がゆえに反町と相反する場面は多々あるが、互いのことは認め合っている。過酷なトレーニングも不満を漏らさずそつなくこなす。日々の癒しはペット関連の写真や動画を見ること。",,大豆,Soybean,"???
",,COOL,あんこ,Sweet Bean Paste,166,86,トレーニング　ペット写真鑑賞,Fitness Training and Looking at Photos of Pets,ふたご座,Gemini,なおえ ゆう,直江先輩,,昇星高校,Shousei High School,NaoeU,58,48,3,2016-10-30 23:41:30
190,Umeno Kanro,Umeno Kanro,甘露梅乃,c65408635ddc3da28c0a08171c3824cb,15,Other,2015-06-06,1985-06-06,AB,77,Other,その他,Other,田中美海,Miu Tanaka,普段は、礼儀正しい古風な女の子なのだが、なぜか梅のことを語り出すと、熱くなって性格が変わってしまう。世界進出の為、苦手な英語を頑張っているが、全く成果が出ない。,,梅干し,Dried Plums,,,SWEET,その他,Other,152,79,その他,Other,ふたご座,Gemini,かんろうめの,うめのたん,,その他,Other,,56,46,1,2016-10-30 23:41:30
194,Kasuga Asato,Kasuga Asato,朝門春日,13d30f0bffe74a234884ea0f13d8ccd1,18,Students,2015-04-17,1982-04-17,A,84,3A-Ootori,その他,Student Council Vice President,種田梨沙,Risa Taneda,"鳳歌院高校副会長。真面目で控え目な性格。久仁城の見えていない些事を支えることに喜びを見出している侍女気質。幼馴染の間柄で主従関係はないが、幼少期にそのカリスマ性に魅せられ尽くすようになった。<br>
時折冗談半分で姫と呼ぶ。",,ところてん,Tokoroten,"???
",,SWEET,臭いの強いチーズ,Strong Cheese,158,88,「姫」の世話 刺繍,"Taking Care of the ""Princess"" (",おひつじ座,Aries,あさと　かすが,朝門先輩,,鳳歌院高校,Ootori Music Academy,spring_breeze,59,46,3,2016-10-30 23:41:30
195,Subaru Makise,Subaru Makise,牧瀬昴,cdf7c69b88fcc2edda4c8fa569668328,16,Students,2015-01-07,1984-01-07,AB,78,2A-Ootori,その他,Other,小岩井ことり,Koiwai Kotori,久仁城に憧れる2年生。勝気で一言多い部分もあるが、比較的普通の感性の持ち主。芸能活動に憧れの念を持ち、努力して鳳歌院に入学した。入学時に久仁城のカリスマ性にあてられて以来彼女に一歩でも近づくために日々の努力を惜しまない。,,ドーナツ,Donuts,音楽,Music,POP,ゴーヤ,Bitter Gourd,154,82,小物のデコレート,Decorating Accessories,やぎ座,Capricorn,まきせ　すばる,牧瀬,,鳳歌院高校,Ootori Music Academy,Pleiades,55,39,2,2016-10-30 23:41:30
196,Miyabi Kunishiro,Miyabi Kunishiro,久仁城雅,a6323402b98bbdff4e7c564888d87b55,18,Students,2015-05-22,1982-05-22,O,79,3A-Ootori,その他,Student Council President,斎藤千和,Chiwa Saito,圧倒的カリスマ性を持つ鳳歌院生徒会長。公明正大で文武両道。礼節を重んじるが柔軟性もある大人物。だが日常的な些事には疎く朝門に任せている。芸能一家で幼少期から様々な芸事に触れている。生徒会同士交流があり、天都と仲が良い。,,緑茶,Green Tea,"???
",,COOL,甘いジュース類,Sweet Juices,165,86,各種稽古事,Taking Various Lessons,ふたご座,Gemini,くにしろ　みやび,久仁城先輩,,鳳歌院高校,Ootori Music Academy,miyabi_Kn,56,45,3,2016-10-30 23:41:30
199,Shizuko Todo,Shizuko Todo,藤堂静子,1fb124d1cf225bc0b2bad7af0ba46558,-1,Teachers,2015-10-05,1970-10-05,A,85,Other,その他,None,田中敦子,Atsuko Tanaka,"聖櫻学園の教頭。威厳のある態度で何事もビシビシと指摘するため、生徒、教師から
畏敬の念を持たれているが、本人は無自覚。意外な一面として料理はプロ級。
また過去に、サボテンに似ていると言われて以来、なんとなく愛着を持っている。",,御飯と味噌汁,Rice and Miso Soup,"???
",,COOL,手抜き料理,Anything Cooked Poorly,165,87,料理　サボテンの世話,Cooking and Taking Care of Her Cactus,てんびん座,Libra,とうどう　しずこ,藤堂先生,,聖櫻学園,Seiou Academy,ToDo,57,49,-1,2016-10-30 23:41:30
200,Toko Mashiro,Touko Mashiro,真白透子,2bb17057433b67c0c550debe1e1b0408,17,Students,2015-12-24,1983-12-24,B,78,2A,帰宅部,Going Home Club,堀江由衣,Yui Horie,"聖櫻学園に転校してきた、アイドルとして活動している２年生。しかし、普段は
非常に大人しい見た目・態度をしている。どうやら、優秀な家系に生まれたがゆえに、抱えてしまったコンプレックスに原因があるようだが…",,大根おろし,Grated Radish,数学,Math,COOL,牛乳,Milk,155,78,スノードーム集め,Collecting Snow Globes,やぎ座,Capricorn,ましろ　とうこ,真白,,聖櫻学園,Seiou Academy,marshmallow_tokyo,55,40,2,2016-10-30 23:41:30
202,Hibiki Toyonaga,Hibiki Toyonaga,豊永日々喜,40ebd7ddfdb30f61a21c9fc1ebe58509,17,Students,2015-02-13,1983-02-13,A,74,3A-Saga,その他,Dance Club,野中藍,Ai Nonaka,"大阪出身のお嬢様。<br>
明るく元気ではあるが、物事をよく観察しており、いざという時には頼れる存在。
よく口喧嘩をするアネットと三条の仲裁役をしている。実家が不動産なども扱う影響からか、建築物に興味がある。",,神戸牛,Kobe Beef,数学,Mathematics,POP,納豆,Natto,160,73,建築　変な間取りの部屋探し,Architecture; Observing Rooms With Strange Floor Plans,みずがめ座,Aquarius,とよなが ひびき,豊永先輩,,嵯峨椿高校,Saga Tsubaki High School,adh_okini,56,42,3,2016-10-30 23:41:30
203,Anette Olga Karasawa,Anette Olga Karasawa,アネット・オルガ・唐澤,0d834126950fcf5be8306b20cbcde735,18,Students,2015-12-13,1982-12-13,O,85,3A-Saga,その他,Dance Club,M・A・O,M.A.O.,"神戸出身のお嬢様。<br>
自信家、強気ではっきりとした性格で何でも自分がリードしたがるタイプ。
その容姿と性格から、人の注目を集めやすい。一方で、流行り物や目新しい
ものに弱い、褒められると調子に乗りやすいなど、憎めない部分も。",,シナモンロール,Cinnamon Roll,英語,English,SWEET,シュールストレミング,Surstromming,170,82,オシャレ　買い物,Fashion and Shopping,いて座,Sagittarius,あねっと　おるが　からさわ,アネット先輩,,嵯峨椿高校,Saga Tsubaki High School,love_cinnamon,58,50,3,2016-10-30 23:41:30
204,Yae Sanjo,Yae Sanjyo,三条八重,9e2783f7ff72d5925fa631ffaa0bd558,18,Students,2015-06-04,1982-06-04,AB,80,3A-Saga,その他,Dance Club,植田佳奈,Kana Ueda,"京都出身のお嬢様。<br>
典型的な京都人といった印象で、はんなりたおやかに見えるが、「いけず」の文化から、腹黒く見えてしまう一面も。
幼い頃より祖母から各種教養や芸を教わり休日には舞妓として修行も行なっている。",,干菓子,Higashi,古典,Classic Literature,COOL,関東風の味付けの物,Food in Kanto-style Seasoning,152,84,踊り他芸事の稽古　接客,Dancing and Practicing Hospitality,ふたご座,Gemini,さんじょう やえ,三条先輩,,嵯峨椿高校,Saga Tsubaki High School,yaezakura,55,46,3,2016-10-30 23:41:30
208,Sora Takara,Sora Takara,高良美空,0adbb95f2c030f764896b3a5b545f622,17,Students,2015-08-08,1983-08-08,AB,82,2A-Tamamiya,その他,Other,芹澤優,Yu Serizawa,"玉宮高校2年生。
陽気で活発な双子の姉。
自分の興味に忠実で、直感を信じて動くタイプ。
とりわけ高い所が好きで、見つけるとすぐ登りたがる。
しかし極度の方向音痴のため、
気づけば迷子になることもしばしば。",,ソーキそは?,Soki Soba,"???
",,POP,豆腐よう,Tofu,150,80,歌って踊る　宴会　海て?泳く?,Singing and Dancing; Swimming in the Sea; Banquets,しし座,Leo,たから　そら,高良,,玉宮高校,Tamamiya High School,soradayo_,59,48,2,2016-10-30 23:41:30
209,Umi Takara,Umi Takara,高良美海,1ae22467fbb2c18d3730367f4924c257,17,Students,2015-08-08,1983-08-08,AB,82,2A-Tamamiya,その他,Other,黒沢ともよ,Tomoyo Kurosawa,"玉宮高校2年生で、双子の妹。
美空同様活発だが比較的しっかりしており、
迷子になった美空を探すのは美海の役目。
歌や絵が好きで、芸術家肌な側面を持つ。
姉の直感を信じており、何をするかは基本的に美空任せ。",,サーターアンタ?キ?ー,Sata Andagi,"???
",,POP,豆腐よう,Tofu,150,80,歌って踊る　宴会　三線,Singing and Dancing; Banquets; Shamisen,しし座,Leo,たから　うみ,高良,,玉宮高校,Tamamiya High School,umidayo_,59,48,2,2016-10-30 23:41:30
